	central_mean	npoints	chi2_per_data	perreplica_mean	perreplica_std	group
0	1308.0350332480807	1445	0.9052145558810247	1372.995287684838	53.37861943899548	NUCLEAR
1	266.01611195735154	248	1.0726456127312562	267.11565618375704	3.5869157333256148	BCDMSD_sh_30
2	110.17361558103741	121	0.9105257486036149	110.74680887900092	1.174460400694905	NMCPD_sh_30
3	15.737965545876115	34	0.4628813395845916	16.337222810227374	1.096448555886869	SLACD_sh_30
4	10.602661786575744	39	0.2718631227327114	12.015161389817234	1.8922637934843525	NTVNUDMNFe_sh_30
5	16.54303483141785	37	0.4471090494977797	17.729182635321948	1.6916676596259583	NTVNBDMNFe_sh_30
6	396.15823129930607	416	0.9523034406233319	398.56491549148484	3.3711873065954685	CHORUSNUPb_sh_30
7	342.8338274872889	416	0.8241197776136752	348.27666198065475	4.64241439811658	CHORUSNBPb_sh_30
8	7.868365245112729	15	0.5245576830075153	8.044579085878798	0.7062610816177832	DYE886R_sh_30
9	89.33188218197532	119	0.7506880855628177	125.63400759900183	42.26040635682905	DYE605_sh_30
