group			NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR
dataset			DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw	DYE605_dw
id			0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118
group	dataset	id																																																																																																																							
NUCLEAR	DYE605_dw	0	27141.43363188382	12225.090574891263	11335.569739809409	10655.413764223864	8836.683600329085	8587.590650903825	7915.1684310663695	7055.283310388013	6229.828605995554	5887.3438713512005	2612.0064872511034	2357.086989842328	2158.6238274989473	1743.2544938265964	1202.045958734619	665.6910096569615	307.5584173333263	15503.231049233029	13668.70815929413	12318.196855940008	11133.017119333963	10229.835183759946	9109.25759684805	8203.75098460241	7550.817061003924	6854.361359452083	6193.577900141013	2851.1895780760556	2500.8250308045526	2319.745046683541	1891.1882144351162	1308.9263808431285	742.2122521947482	340.91018551786505	122.96009381076061	16072.353183033249	14283.307418100803	13316.868173516923	11420.64661772452	10224.62573001799	9483.537455379515	8241.542124491132	7583.0438396864065	6992.0722458435175	6225.134547962888	2880.6495897083487	2609.566272756745	2359.966937913461	1965.6596679556944	1378.1766489055597	781.0188647472681	361.1560553805434	130.52388520802143	16227.440560458755	14335.296342819343	13565.725484187356	11687.495546248221	10966.88555969707	9603.471834700273	8440.407501679998	7542.578626912457	6958.236237164777	6337.593199455774	2935.8715235143263	2643.713876377562	2386.063514855549	1982.2530074808487	1381.1383133145757	792.813083454851	366.99223834647296	131.54493918185216	17101.672121811964	14626.502534920755	12807.625919014405	11520.505062676535	11003.60318020706	9374.234282935984	8240.230335564578	7588.697172678568	6814.991497976951	6276.1085961111185	2954.4647743778155	2608.6947024794335	2359.7109790673535	1944.743530841522	1351.791036208784	758.0939290764333	347.75724825553186	122.11330878554749	15473.261297335377	14108.847569806141	12522.742591344253	11972.019014273585	11319.5389569644	8863.777097591468	7846.44613026411	7225.833822564344	6526.85570509948	6145.583566721691	2821.214050300203	2458.0622050360525	2195.027236436997	1804.9785131976903	1248.180931544393	686.2572859228065	305.67448018446623	98.66429488290423	7718.288143279355	6935.948406798431	6217.097292627886	5331.842852269389	2672.0274751339134	2130.8966786791784	2024.6987951686567	1623.868429441441	1082.324291211215	574.9490430698945	234.01653083043453	67.25496550575531
NUCLEAR	DYE605_dw	1	12225.090574891263	13097.738261696702	9734.791065622325	9075.83733931696	7781.059825833391	7412.410795164853	6817.047753866168	6135.986808154923	5486.594489440356	5128.734575101153	2371.9370330369266	2151.830118362134	1970.616563841591	1613.9512189626785	1118.7609917555878	630.1159648660806	292.6173283745219	12958.234670514988	11557.58457358741	10464.694837992425	9502.129127140524	8720.446065148948	7840.859677874503	7101.414586614347	6530.469175941314	5947.739665522511	5400.911331630068	2571.7107807706825	2294.1994160395116	2119.33768608615	1750.1795021715857	1222.2596031871983	701.2527828956771	327.2920068931202	119.75655632683142	13413.329702420144	12026.364061157181	11142.660650194337	9758.732703780957	8801.053388550781	8132.269812620299	7191.709751132579	6613.000166208638	6085.384038128086	5472.587409739139	2623.786893995465	2390.6665258917724	2174.53246411656	1821.643365310574	1285.2589040078087	742.3023102471153	348.92056227770877	128.30827239494832	13560.977741867138	12105.543629706	11327.436208123498	9949.503383233265	9257.968838459446	8227.563771401057	7329.470147919647	6608.879001143517	6083.328782115495	5553.001976279977	2662.178698958845	2415.953436786983	2195.1376914950024	1836.9135927248308	1293.1647187958508	752.8645123746664	354.6568461433569	129.48615368556085	14044.35879829234	12250.02535105259	10867.547774441757	9828.734448779327	9253.342732354042	8068.748329983778	7188.6264732865075	6609.933654771542	5975.682127740188	5492.611916590285	2651.069133819573	2375.0221566270075	2161.0871267755892	1798.3480234890812	1261.101395674032	721.4758486248068	336.197140812284	120.28547670401399	13004.849871412018	11852.248862538969	10607.466679875395	9994.891924636024	9346.45835530739	7691.539439895931	6880.581754231167	6322.858405688581	5733.3155158472355	5343.248686634736	2522.9077181220005	2238.6615678357275	2017.5253456546654	1672.1582096837078	1163.1965628984922	652.063876778103	294.6046974888548	96.54232300189004	6660.767214143181	6015.240165864103	5423.118732149486	4751.362991187161	2349.4068464628103	1966.4162568837262	1840.5347354278006	1496.1409785854082	1008.1329351874855	544.8833098094364	225.23255249197803	65.68463720987691
NUCLEAR	DYE605_dw	2	11335.569739809409	9734.791065622325	11114.756142744365	8466.888339964695	7222.323069373889	6938.093475802713	6404.724400978045	5769.16252125265	5159.637969551705	4849.022844961282	2264.8589228852793	2056.40042496866	1886.2380583150507	1545.6361362939629	1075.217891438067	607.3714604700577	283.57627581868775	12015.754994185576	10717.648059303314	9725.17310753481	8849.174148511975	8151.567750777291	7335.415107777	6656.648444559948	6142.179223655035	5607.486650887004	5102.302476415294	2463.5766625180772	2195.773590688342	2033.9406726918992	1682.253121687519	1180.3984338025446	680.351969207658	319.2735566162574	117.73395808543167	12451.764853118882	11172.596102097297	10404.595460233213	9090.234732824534	8210.106289932615	7618.838292855682	6732.061140460112	6211.26323205705	5737.120517383142	5164.866640393972	2514.8414127597885	2294.250395640297	2089.6271002387207	1755.731401943925	1245.727166456969	723.5604811025012	342.02112248455313	126.78547673280184	12614.638409912339	11264.508231225878	10608.19434755735	9299.392123805783	8700.321856789913	7728.229474668373	6885.115852285525	6215.373070962481	5742.658522602554	5256.4589488626825	2559.068439094473	2324.4437090098168	2114.457452902411	1774.5650497957886	1256.3699247075513	735.9926772328515	348.7976811658405	128.3554115394882	13180.876699559507	11471.442698383456	10174.752015446475	9218.994644772325	8738.768959592166	7601.521053998481	6773.391845723598	6249.934163587047	5659.976789581965	5220.6051889982	2559.157630667491	2292.3898562058525	2088.3323901302606	1742.0769384095138	1227.882760540652	705.8651264862455	331.0043921352981	119.61693090377211	12191.410778714227	11149.127961284923	9989.662421975607	9475.918447034182	8911.56647569734	7272.587126870879	6511.731347350366	6003.972312247064	5455.648099225339	5108.910520404119	2444.51424555301	2166.992822421088	1953.796130736794	1622.5390862297293	1134.1508354099726	638.6957851207901	290.7303184533422	95.97015070711785	6362.14965821296	5755.4198405486295	5196.5724664558475	4546.848014217805	2289.68162376401	1906.1295359221172	1790.6199044053747	1457.255941521759	985.3247568016299	535.3298139183686	222.44278870972767	65.22420236174074
NUCLEAR	DYE605_dw	3	10655.413764223864	9075.83733931696	8466.888339964695	10699.010512525481	6754.217370050281	6560.914407332444	6081.352019146464	5475.670696565677	4890.94077563807	4627.628331839171	2173.444075378334	1974.0149366567152	1813.6685226689851	1484.8586282862957	1036.2758695940468	586.2534166688771	275.12078888526247	11298.062711520117	10062.8214849808	9145.652533657667	8334.788056044632	7708.25695427047	6933.970871983847	6300.58006910704	5834.3220854885185	5337.290691666497	4863.651442382995	2372.8278010837726	2109.2018593687367	1960.0382759896302	1621.5588193362582	1142.3478494026924	660.8237601024092	311.36765931351766	115.5398661357671	11723.386210666264	10514.744498409294	9850.810430182808	8562.052729681776	7737.447960128659	7215.12842362807	6356.25602257858	5885.282068493344	5458.085180401012	4913.117359321463	2420.5832121621847	2209.707996767283	2014.1490162739208	1696.4506497185512	1209.804906059554	705.4501143663764	334.8345537249193	124.88993980398755	11900.1780755753	10615.568950890489	10076.649229888095	8794.146359792168	8281.784894386963	7339.386068965794	6528.362365307253	5893.88737912724	5467.934044506292	5017.63857051255	2471.569920498299	2245.143834006694	2043.300561815045	1718.6282353636866	1222.475543158048	719.6354920875066	342.5241199827472	126.78959072816859	12576.417660092204	10893.529036417258	9644.1956503846	8748.509228925343	8364.760466100088	7237.821705572221	6439.931265441649	5964.406473074451	5406.603890834106	5005.569288234589	2485.230398732738	2222.4921273293726	2025.7736983192635	1692.3774222325396	1197.9038229870666	690.6212133832448	325.3966107737141	118.51159363293301	11587.227999529603	10633.860008948024	9529.184669854296	9115.713406844083	8632.366278053496	6945.115802017128	6216.595663544298	5752.639617662356	5236.020361405148	4932.526233214305	2384.0285370291303	2107.320236139386	1899.037712103508	1578.914683468885	1108.3340844658665	625.8103394627514	286.56135618225915	95.11913045749601	6143.114051134367	5563.578197501773	5027.461974688083	4382.683590795552	2250.2807380909962	1854.1304598918516	1750.7419271681695	1424.4875010465016	965.4014875969365	526.2883176155106	219.4745853679977	64.59541270977466
NUCLEAR	DYE605_dw	4	8836.683600329085	7781.059825833391	7222.323069373889	6754.217370050281	6551.563464672384	5629.664898968078	5205.894888872418	4738.665551077627	4291.109020990533	4012.6854790139173	1968.9222088814167	1797.8333851111279	1651.8353704217323	1371.2486028497444	962.0821486344627	553.155007495933	260.8300444728077	9330.405992967942	8425.491237611099	7700.2425511694	7056.003506404114	6516.904353114387	5927.5584793481785	5420.475259839449	5014.743902574404	4604.599892039792	4218.853807038922	2132.917303505202	1928.141264461972	1784.5446608318937	1494.9918029339087	1062.2777881666955	621.3785989847762	296.9964747203015	111.47223698094977	9663.64401370641	8759.72275560132	8147.592721581621	7256.891328454954	6613.219036931909	6140.698637751334	5516.136780240556	5103.915943873672	4723.139229541746	4298.057398085938	2196.028191862717	2016.1213053480224	1847.9800678876961	1565.0276169559045	1122.701256372262	666.0798351882295	320.68176143483663	121.23477577889152	9829.033917392027	8877.343374627395	8317.705899761062	7424.242970967476	6925.616119567671	6241.957686523316	5636.545615430484	5138.936329254597	4756.034372511735	4374.825434224106	2232.4429601260144	2043.4477103540055	1871.7776318399851	1585.1986296356476	1138.34985799259	678.6491960894912	327.88791381466154	123.11118161575122	10183.238460015815	9029.543713800462	8116.663858611204	7409.414633608989	6970.194982950673	6192.109444342065	5591.7694398243	5170.17454301163	4720.4912722199615	4361.508198458858	2222.524578067388	2016.2369223425426	1848.296078099526	1558.3233886325297	1112.0101753916001	652.6612620446623	311.58380260190495	115.07595383762794	9652.584303358974	8855.05742643579	8012.362806888395	7540.432372208852	7052.977679315749	6000.602649704708	5432.568930860367	5015.700885901497	4584.113997434884	4271.827388505196	2126.3319239583084	1913.5872139836551	1739.7109549714476	1457.1984505474736	1028.3776397456743	590.7831578108592	273.67368954324354	91.89534452776124	5282.032207872031	4809.591798152021	4373.27477549787	3898.180997527992	1974.8798274696294	1706.1185207703222	1587.8950806557611	1308.5580428999656	895.7294391735661	495.7604928709136	209.41472895935954	62.3319236082581
NUCLEAR	DYE605_dw	5	8587.590650903825	7412.410795164853	6938.093475802713	6560.914407332444	5629.664898968078	6726.419094292598	5073.570556139135	4601.274641784942	4143.903376036884	3919.8407824211004	1912.1379378372615	1744.0807675098822	1605.5934398432332	1326.4985204395225	933.0063651101523	535.1628338546108	253.55515609558216	9080.26714596116	8150.793555859462	7451.458896342448	6829.890284330365	6341.175696182131	5746.210647578907	5253.088713051669	4882.078079861845	4488.85309517788	4113.507483533283	2083.8139391344193	1868.9596181852976	1738.2632042265022	1451.6360831092966	1033.8770643499338	605.5719898327474	289.6731286178271	109.11610762914233	9424.872558966514	8511.280994694931	7992.416103140522	7021.572799304341	6387.279792597954	5973.372272729739	5315.775298236646	4940.483557186526	4597.084034749402	4169.445733899581	2137.6148595493632	1960.861117264489	1796.0934682122693	1523.0878506585236	1097.2844816745555	650.8265124462687	313.5797930346795	118.88138219650405	9604.929649639795	8631.1619632531	8198.296490317593	7228.116301429758	6816.082118049389	6094.681251421135	5468.470293126738	4971.932802920444	4627.250623229864	4266.124072918468	2184.499349004993	1995.3967716934633	1825.426066186897	1546.8841621864613	1113.8373963530355	665.3823370513929	321.6899056569059	121.04540033072655	10156.194422318866	8887.989260569262	7934.285466518213	7239.365567909311	6915.717860774229	6055.994096725024	5435.392346566387	5050.392643304153	4606.590858627094	4277.649177950111	2195.513472536789	1979.6828881553438	1812.9545921717108	1527.10154643091	1092.478228597761	640.070187438656	306.04507740856445	113.50096790467006	9500.238327370549	8753.375833520206	7898.058558744736	7546.5945309965955	7145.395126650342	5874.567646691214	5298.679495725721	4916.32163058374	4496.6312375589505	4233.3303146949465	2113.2268961357504	1885.606735638129	1708.9449842467152	1430.3115591064263	1012.7050479677589	580.6469934658772	269.82578488431125	90.82533759245672	5248.736135541721	4777.782419461396	4340.320397468331	3826.9044861952693	1990.4313134388826	1675.877576016215	1575.420954524825	1293.13579942699	884.9178405620968	489.4635449986702	206.79472606313854	61.58756315057888
NUCLEAR	DYE605_dw	6	7915.1684310663695	6817.047753866168	6404.724400978045	6081.352019146464	5205.894888872418	5073.570556139135	5818.351345038472	4295.825200807904	3872.026844937054	3675.821704400645	1811.3178544506757	1653.7864378102759	1524.4213587891838	1261.1439460852173	890.0756451653241	512.4630719737899	243.94815472268795	8364.238834442902	7512.1387956948665	6880.796143199752	6318.658173125464	5883.375503454516	5337.2443529844995	4887.966145550773	4554.463181421141	4196.038342779526	3852.0966571077574	1975.756583075642	1772.503639451031	1651.628124661697	1381.9570967389977	988.4443342829776	581.5666705137598	279.59264382959	105.9038117643851	8688.21639473989	7853.431553883287	7402.023677375577	6496.413123527415	5918.267470886284	5552.2310815517485	4941.727432394035	4604.752814437651	4296.568393082342	3901.85693439688	2027.468624020611	1862.1288588806456	1707.8682931796352	1451.9655411783053	1050.8638540007457	626.5750170304151	303.3852159801981	115.65947957131736	8871.799734219887	7977.826479522157	7611.545269431786	6706.236479161901	6347.968640902473	5677.768538193169	5097.787375810064	4640.927452659076	4331.086583848104	4001.7362279408617	2076.0962148768926	1898.3650112547082	1738.7167932036602	1477.1077897285256	1068.563505103284	641.6775179608634	311.7800281356403	117.94678397449582	9444.209984578489	8258.008683592929	7375.043733921133	6740.214483123213	6467.827450463674	5659.5350154536945	5083.419609878174	4735.410737495909	4326.236905018552	4027.3538433686085	2093.0819043121046	1888.502988650378	1731.397036553792	1461.6673075993212	1049.9591825605319	617.8650964825978	296.8849005700484	110.80792872793354	8843.038002028175	8168.935389175419	7380.102023050527	7081.978543171833	6729.9083290787885	5512.330835639752	4977.8840855757035	4629.643201155484	4241.7630327411625	4005.3210262212433	2021.2666280114815	1803.9266441953662	1636.1645838521847	1371.8466962009963	974.9009427874881	561.2339018808174	262.19747266864454	88.67207672523517	4965.2253270010215	4526.380022425485	4117.502876793594	3630.8632704924803	1911.4961096674188	1607.1795465100402	1513.5564666194605	1244.1344261275826	853.8230362475854	474.2193269961913	201.13359878803087	60.108100634542645
