	central_mean	npoints	chi2_per_data	perreplica_mean	perreplica_std	group
0	1216.8657276990361	1411	0.8624136978731652	1235.1850067445444	14.072908826036873	NUCLEAR
1	250.27379324747767	248	1.009168521159184	251.2300848370545	3.1295576390513435	BCDMSD_dw_30
2	104.79141462088154	121	0.8660447489329053	105.29758374915974	1.0412624762594018	NMCPD_dw_30
3	15.982659151811873	34	0.47007821034740804	16.551615759185296	1.1708372456035343	SLACD_dw_30
4	10.558016447680576	39	0.27071837045334807	11.513230321771088	1.9876428378488815	NTVNUDMNFe_dw_30
5	17.121995842985356	37	0.46275664440500963	18.090486190740943	2.139409503222789	NTVNBDMNFe_dw_30
6	389.7692835111567	416	0.9369453930556652	391.9340061700142	3.229353644176691	CHORUSNUPb_dw_30
7	322.8479399825289	416	0.7760767788041559	327.2758755214201	4.259935308642086	CHORUSNBPb_dw_30
8	5.071998952411164	15	0.3381332634940776	5.234082481764257	0.32177640346803604	DYE886R_dw_30
9	39.577661674122986	85	0.4656195491073292	40.25547845532058	2.044202277900618	DYE605_dw_30
